22	303	0
22	22	18
22	304	64
22	305	65
22	306	66
22	307	67
22	308	68
22	309	69
22	310	70
22	165	7
23	311	0
23	312	18
23	313	19
23	314	37
23	315	71
23	187	7
24	316	0
24	24	18
24	317	19
24	318	72
24	319	73
24	320	7
24	321	7
24	163	7
24	164	7
25	322	0
25	25	18
25	187	74
25	323	75
25	324	76
25	325	7
25	203	7
25	194	7
25	326	7
26	327	0
26	26	18
26	328	19
26	329	77
26	330	50
26	187	7
27	331	0
27	332	1
27	333	78
27	334	79
27	335	80
27	336	81
27	337	82
27	338	83
27	339	84
27	340	85
27	300	7
27	301	7
27	341	7
27	342	7
27	343	7
28	344	0
28	345	18
28	346	19
28	347	86
28	348	87
28	349	88
28	350	89
28	351	90
28	352	91
28	353	92
28	354	93
28	355	46
28	356	94
28	357	95
28	358	96
28	359	97
28	360	98
28	361	99
28	362	100
28	363	7
28	364	7
28	365	7
28	366	7
28	367	7
28	368	7
28	369	7
28	370	7
28	342	7
29	371	0
29	372	19
29	373	101
29	374	102
29	375	103
29	203	7
29	187	7
30	376	0
30	30	19
30	377	104
30	378	105
30	379	106
30	187	7
30	380	7
30	381	7
30	185	7
31	382	0
31	31	18
31	383	19
31	384	52
31	385	53
31	386	7
31	387	7
31	388	7
31	185	7
32	389	0
32	32	18
32	390	28
32	391	107
32	392	108
32	393	7
32	394	7
32	165	7
33	395	0
33	33	18
33	396	19
33	397	109
33	398	45
33	399	110
33	400	111
33	401	7
33	187	7
34	402	0
34	34	18
34	403	19
34	404	112
34	307	113
34	405	45
34	406	31
34	380	7
34	388	7
34	185	7
35	407	0
35	408	32
35	409	33
35	410	34
35	411	35
35	412	36
35	413	114
35	414	115
35	218	7
35	187	7
36	415	0
36	416	31
36	417	32
36	418	33
36	419	35
36	420	36
36	218	7
36	187	7
37	421	0
37	37	116
37	422	117
37	423	31
37	424	118
37	425	119
37	426	120
37	427	121
37	428	122
37	429	123
37	430	124
37	431	125
37	187	7
37	380	7
37	432	7
37	433	7
37	434	7
37	381	7
37	388	7
37	185	7
38	435	0
38	38	18
38	436	19
38	437	126
38	438	28
38	439	127
38	440	128
38	441	7
38	386	7
38	388	7
38	185	7
39	442	0
39	443	32
39	444	33
39	445	35
39	446	36
39	218	7
39	185	7
40	447	0
40	40	18
40	448	19
40	449	30
40	450	127
40	401	7
40	187	7
41	451	0
41	452	52
41	453	32
41	454	33
41	455	34
41	456	35
41	457	36
41	458	114
41	218	7
41	187	7
42	459	0
42	42	18
42	460	19
42	461	129
42	462	28
42	380	7
42	381	7
42	388	7
42	185	7
43	463	0
43	464	18
43	465	19
43	466	130
43	467	131
43	468	7
44	469	0
44	470	31
44	471	32
44	472	33
44	473	35
44	474	36
44	458	114
44	218	7
44	187	7
45	475	0
45	45	18
45	476	19
45	477	8
45	478	132
45	479	30
45	480	133
45	481	134
45	482	7
45	187	7
45	388	7
46	483	0
46	46	18
46	484	19
46	485	135
46	486	7
47	487	0
47	488	18
47	489	19
47	490	136
47	491	137
47	492	138
47	493	139
47	494	140
47	393	7
47	495	7
47	496	7
47	497	7
47	165	7
47	498	7
48	499	0
48	48	18
48	500	19
48	501	127
48	502	141
48	200	7
48	187	7
49	503	0
49	504	18
49	505	19
49	506	27
49	507	142
49	508	143
49	509	144
49	510	7
49	320	7
49	511	7
49	165	7
50	512	0
50	50	18
50	513	19
50	514	145
50	515	22
50	187	7
51	516	0
51	51	18
51	517	19
51	518	31
51	519	146
51	520	147
51	521	148
51	522	149
51	523	150
51	524	150
51	187	7
52	525	0
52	52	18
52	526	14
52	527	151
52	528	152
52	529	153
52	162	7
52	530	7
52	164	7
53	531	0
53	532	18
53	533	19
53	534	154
53	535	27
53	536	7
53	537	7
53	326	7
54	538	0
54	539	18
54	540	19
54	541	155
54	542	156
54	187	7
55	543	0
55	55	18
55	544	157
55	545	31
55	546	158
55	547	159
55	548	160
55	549	161
55	550	162
55	551	163
55	552	164
55	553	165
55	554	141
55	555	166
55	556	167
55	557	168
55	558	169
55	559	7
55	187	7
56	560	0
56	56	170
56	561	171
56	562	55
56	563	129
56	536	7
56	537	7
56	564	7
56	565	7
56	342	7
57	566	0
57	57	170
57	567	172
57	568	171
57	569	173
57	570	174
57	571	175
57	572	7
57	536	7
57	326	7
57	573	7
58	574	0
58	58	18
58	575	53
58	576	45
58	577	27
58	578	7
58	282	7
58	229	7
58	231	7
59	579	0
59	59	18
59	580	19
59	581	136
59	582	72
59	380	7
59	381	7
59	185	7
60	583	0
60	584	18
60	585	19
60	586	8
60	587	176
60	588	177
60	589	178
60	590	179
60	591	180
60	592	181
60	593	181
60	594	181
60	595	181
60	596	181
60	597	181
60	598	181
60	599	181
60	600	181
60	601	181
60	602	182
60	603	7
60	165	7
60	604	7
61	605	0
61	61	18
61	235	183
61	606	184
61	607	185
61	572	7
61	536	7
62	608	0
62	609	18
62	610	28
62	611	129
62	612	46
62	613	7
62	229	7
62	231	7
63	614	0
63	63	18
63	615	157
63	616	31
63	617	158
63	618	159
63	619	160
63	620	186
63	621	161
63	622	163
63	623	164
63	624	165
63	625	141
63	626	30
63	627	7
63	187	7
64	628	0
64	536	18
64	393	7
64	536	7
64	565	7
65	629	0
65	630	18
65	631	19
65	632	187
65	633	46
65	202	7
65	495	7
65	634	7
65	165	7
65	498	7
66	635	0
66	66	18
66	636	19
66	637	31
66	638	146
66	639	149
66	640	150
66	641	188
66	642	7
66	187	7
67	643	0
67	67	18
67	644	19
67	645	28
67	646	189
67	647	190
67	648	191
67	393	7
67	187	7
67	649	7
67	165	7
68	650	0
68	68	18
68	651	19
68	652	192
68	653	45
68	654	193
68	187	7
68	284	7
69	655	0
69	656	19
69	657	194
69	658	195
69	659	196
69	187	7
70	660	0
70	661	18
70	662	19
70	282	197
70	663	198
70	664	7
70	578	7
70	282	7
70	229	7
70	231	7
71	665	0
71	666	18
71	667	199
71	668	200
71	669	201
71	670	202
71	671	203
71	671	204
71	672	205
71	673	206
71	674	207
71	675	208
71	676	209
71	677	210
71	678	211
71	667	212
71	280	7
71	282	7
71	679	7
71	680	7
71	468	7
71	681	7
71	342	7
71	682	7
72	683	0
72	72	18
72	684	19
72	282	213
72	685	46
72	578	7
72	282	7
72	229	7
72	231	7
73	686	0
73	73	18
73	687	214
73	688	215
73	689	216
73	690	217
73	691	129
73	692	7
73	282	7
73	693	7
73	231	7
74	694	0
74	74	18
74	695	22
74	696	218
74	697	219
74	613	7
74	698	7
74	231	7
75	699	0
75	75	18
75	700	145
75	701	55
75	702	220
75	255	7
75	187	7
75	703	7
76	704	0
76	76	18
76	705	221
76	706	53
76	393	7
76	229	7
76	230	7
76	231	7
76	326	7
77	707	0
77	77	18
77	708	19
77	709	222
77	710	223
77	711	37
77	284	7
77	712	7
77	572	7
77	165	7
78	713	0
78	714	18
78	715	19
78	716	46
78	717	31
78	718	190
78	393	7
78	394	7
78	165	7
79	719	0
79	79	18
79	720	19
79	721	28
79	722	145
79	723	224
79	613	7
79	393	7
79	649	7
79	231	7
80	724	0
80	725	225
80	726	226
80	727	227
80	187	7
80	380	7
81	728	0
81	81	18
81	729	37
81	730	53
81	731	228
81	301	7
82	732	0
82	733	18
82	734	19
82	735	107
82	736	229
82	692	46
82	737	230
82	738	27
82	692	7
82	282	7
82	229	7
82	231	7
83	739	0
83	83	18
83	740	19
83	741	8
83	742	231
83	743	183
83	744	7
83	187	7
83	381	7
83	326	7
84	745	0
84	84	18
84	746	19
84	747	37
84	748	232
84	749	233
84	750	234
84	751	235
84	752	7
84	572	7
84	536	7
84	326	7
84	573	7
85	753	0
85	754	18
85	755	236
85	756	237
85	757	238
85	187	7
85	381	7
86	758	0
86	86	18
86	759	19
86	760	31
86	761	239
86	762	7
86	284	7
86	511	7
86	165	7
87	763	0
87	87	18
87	764	136
87	765	145
87	766	240
87	767	241
87	393	7
87	536	7
88	768	0
88	88	18
88	769	19
88	770	30
88	771	242
88	772	7
88	495	7
88	773	7
89	774	0
89	89	18
89	89	19
89	187	7
90	775	0
90	90	18
90	776	243
90	777	244
90	778	53
90	187	7
90	284	7
91	779	0
91	780	31
91	781	32
91	782	33
91	783	35
91	784	36
91	458	114
91	785	245
91	218	7
91	187	7
92	786	0
92	92	18
92	787	22
92	788	246
92	789	57
92	536	7
92	565	7
93	790	0
93	93	18
93	791	19
93	792	247
93	793	248
93	393	7
93	536	7
94	794	0
94	94	18
94	795	31
94	796	37
94	797	127
94	255	7
94	187	7
94	381	7
94	798	7
94	799	7
94	800	7
95	801	0
95	802	32
95	782	33
95	803	34
95	804	35
95	805	36
95	218	7
95	187	7
96	806	0
96	807	32
96	808	33
96	809	34
96	810	35
96	811	36
96	218	7
96	187	7
97	812	0
97	97	18
97	813	19
97	814	249
97	815	250
97	816	251
97	817	252
97	255	7
97	187	7
97	381	7
98	818	0
98	819	18
98	820	19
98	821	22
98	822	109
98	441	7
98	380	7
98	381	7
98	185	7
99	823	0
99	99	18
99	824	253
99	825	254
99	826	255
99	827	256
99	828	127
99	829	7
99	203	7
99	187	7
99	830	7
99	432	7
99	204	7
100	831	0
100	100	18
100	832	19
100	833	31
100	834	146
100	835	147
100	836	148
100	837	149
100	838	150
100	838	150
100	839	257
100	840	258
100	841	259
100	187	7
101	842	0
101	101	18
101	843	71
101	844	260
101	845	261
101	201	7
101	255	7
101	187	7
101	204	7
102	846	0
102	102	262
102	847	175
102	848	199
102	849	263
102	850	22
102	851	264
102	852	265
102	853	266
102	854	267
102	855	268
102	856	269
102	536	7
102	498	7
102	326	7
103	857	0
103	858	18
103	859	19
103	860	44
103	861	203
103	862	22
103	201	7
103	187	7
104	863	0
104	864	18
104	865	19
104	866	270
104	867	271
104	185	7
105	868	0
105	105	18
105	869	19
105	870	8
105	871	272
105	872	45
105	627	7
105	255	7
105	187	7
106	873	0
106	165	7
107	874	0
107	875	18
107	876	19
107	877	87
107	878	88
107	879	273
107	880	274
107	881	91
107	882	92
107	883	94
107	884	275
107	885	46
107	886	93
107	887	276
107	888	277
107	187	7
108	889	0
108	291	7
108	187	7
109	890	0
109	109	18
109	891	19
109	892	45
109	893	8
109	401	7
109	281	7
109	762	7
109	284	7
109	164	7
110	894	0
110	110	18
110	895	19
110	896	37
110	897	142
110	898	278
110	899	141
110	401	7
110	187	7
110	381	7
111	900	0
111	111	18
111	901	147
111	902	148
111	903	149
111	187	7
111	381	7
111	799	7
111	904	7
112	905	0
112	112	18
112	906	19
112	907	58
112	908	279
112	909	111
112	910	280
112	401	7
112	187	7
112	204	7
113	911	0
113	912	18
113	913	19
113	914	28
113	915	281
113	916	30
113	917	282
113	918	283
113	301	7
113	393	7
114	919	0
114	114	1
114	920	78
114	921	79
114	922	80
114	923	84
114	924	284
114	925	285
114	926	136
114	300	7
114	301	7
114	927	7
114	343	7
115	928	0
115	929	18
115	930	19
115	931	31
115	932	286
115	536	7
115	165	7
116	933	0
116	934	18
116	935	19
116	936	287
116	937	45
116	938	288
116	939	289
116	255	7
116	187	7
116	284	7
116	320	7
116	321	7
117	940	0
117	117	18
117	941	53
117	942	37
117	943	290
117	203	7
117	187	7
118	944	0
118	118	18
118	945	31
118	946	45
118	947	291
118	393	7
118	284	7
118	948	7
118	949	7
118	388	7
118	185	7
119	950	0
119	119	18
119	951	292
119	952	293
119	953	294
119	954	7
119	955	7
119	165	7
120	956	0
120	120	18
120	957	19
120	958	295
120	959	53
120	119	37
120	960	292
120	762	7
120	284	7
120	961	7
120	962	7
120	165	7
121	963	0
121	964	18
121	965	19
121	966	31
121	458	296
121	727	297
121	967	298
121	968	299
121	969	142
121	486	7
121	194	7
121	565	7
121	165	7
122	970	0
122	122	18
122	971	19
122	972	27
122	973	53
122	974	28
122	975	300
122	284	7
122	165	7
123	976	0
123	123	18
123	977	19
123	978	183
123	187	301
123	284	7
124	979	0
124	124	18
124	980	19
124	981	302
124	982	303
124	983	304
124	984	305
124	380	7
124	185	7
125	985	0
125	125	18
125	458	19
125	986	30
125	987	306
125	393	7
125	511	7
125	165	7
126	988	0
126	126	18
126	989	19
126	990	57
126	991	280
126	992	241
126	993	184
126	394	7
126	165	7
127	994	0
127	127	18
127	995	307
127	996	308
127	997	309
127	954	7
127	393	7
127	998	7
127	165	7
128	999	0
128	128	18
128	1000	19
128	1001	149
128	1002	310
128	1003	7
128	187	7
128	284	7
129	1004	0
129	1005	18
129	1006	19
129	1007	300
129	1008	28
129	1009	311
129	393	7
129	187	7
129	321	7
130	1010	0
130	130	18
130	1011	312
130	1012	313
130	187	7
131	1013	0
131	1014	18
131	1015	19
131	1016	300
131	1017	71
131	1018	314
131	1019	315
131	1020	316
131	1021	317
131	255	7
131	187	7
131	381	7
131	1022	7
131	342	7
132	1023	0
132	132	170
132	1024	172
132	1025	171
132	1026	173
132	1027	174
132	1028	175
132	752	7
132	572	7
132	536	7
132	326	7
132	573	7
133	1029	0
133	133	18
133	1030	19
133	1031	318
133	1032	30
133	163	7
133	164	7
133	180	7
134	1033	0
134	134	18
134	1034	19
134	1035	8
134	1036	30
134	1037	319
134	1038	45
134	627	7
134	386	7
134	486	7
134	255	7
134	187	7
134	432	7
134	433	7
134	381	7
135	1039	0
135	536	7
136	1040	0
136	136	18
136	1041	19
136	1042	129
136	1043	127
136	1044	320
136	1045	321
136	1046	322
136	386	7
136	388	7
136	185	7
137	1047	0
137	137	18
137	1048	19
137	1049	31
137	1050	28
137	1051	323
137	380	7
137	388	7
137	185	7
138	1052	0
138	1053	32
138	218	7
138	187	7
139	1054	0
139	139	18
139	1055	19
139	1056	324
139	1057	325
139	1058	37
139	1059	326
139	1060	327
139	380	7
139	388	7
139	185	7
140	1061	0
140	140	18
140	1062	19
140	1063	127
140	1064	328
140	1065	329
140	187	7
140	1066	7
141	1067	0
141	141	18
141	1068	19
141	1069	330
141	1070	331
141	1071	184
141	1072	185
141	1073	332
141	1074	264
141	1075	175
141	752	7
141	572	7
141	536	7
141	1076	7
141	326	7
142	1077	0
142	1078	18
142	1079	19
142	336	87
142	1080	88
142	1081	90
142	1080	89
142	1082	274
142	1083	91
142	1084	92
142	1085	94
142	1086	275
142	1087	333
142	1088	46
142	1089	7
142	1090	7
142	1091	7
142	1092	7
142	342	7
142	165	7
143	1093	0
143	1094	116
143	1095	117
143	1096	31
143	1097	119
143	1098	120
143	1099	121
143	1100	334
143	1101	122
143	1102	123
143	1103	335
143	1104	336
143	1105	124
143	1106	307
143	1107	7
143	486	7
143	432	7
143	1108	7
143	1109	7
144	1110	0
144	1111	18
144	1112	323
144	1113	129
144	1114	189
144	301	7
144	393	7
144	536	7
144	1115	7
144	649	7
144	388	7
144	185	7
145	1116	0
145	145	18
145	1117	19
145	1118	337
145	472	338
145	1119	339
145	388	7
145	185	7
146	1120	0
146	146	18
146	1121	28
146	1122	340
146	1123	189
146	283	7
146	187	7
146	284	7
146	381	7
147	1124	0
147	1125	18
147	1126	145
147	1127	341
147	1128	72
147	486	7
147	495	7
148	1129	0
148	1130	31
148	1131	342
148	1132	32
148	1133	343
148	1134	33
148	1135	36
148	218	7
148	187	7
149	1136	0
149	149	18
149	1137	157
149	1138	31
149	1139	158
149	1140	159
149	1141	160
149	1142	186
149	458	161
149	458	162
149	551	163
149	1143	164
149	1144	165
149	1145	344
149	1146	141
149	1147	166
149	1148	167
149	1149	168
149	1150	345
149	1151	346
149	627	7
149	187	7
150	1152	0
150	829	7
150	255	7
150	187	7
150	1153	7
150	381	7
151	1154	0
151	151	18
151	1155	347
151	1156	229
151	1157	37
151	187	7
152	1158	0
152	1159	18
152	1160	19
152	152	59
152	1161	348
152	187	7
153	1162	0
153	1163	18
153	1164	19
153	153	349
153	1165	350
153	1166	351
153	1167	352
153	1168	353
153	496	7
153	773	7
154	1169	0
154	154	18
154	1170	19
154	1171	354
154	1172	190
154	1173	355
154	1174	53
154	301	7
154	393	7
154	762	7
154	284	7
154	536	7
154	495	7
155	1175	0
155	1176	1
155	1177	32
155	1178	356
155	1179	357
155	1180	358
